language,word,pronunciation,tone practice,tone distractor 1,tone distractor 2,tone distractor 3,meaning,example sentence,sentence pronunciation,sentence meaning,Level,group,tag,pack,notes
Taiwan Mandarin,平原,píngyuán ,píngyuán,pǐngyuán,píngyuàn,pīngyuán,field; plain; CL:個|个[ge4],那個地方像平原一樣安靜，讓人暫時忘記工作的壓力。,"nàge dìfāng xiàng píngyuán yíyàng ānjìng, ràng rén zànshí wàngjì gōngzuò de yālì.","That place is as peaceful as field, letting people temporarily forget the pressure of work.",B2,places,noun,Core Content,
Taiwan Mandarin,品質,pĭnzhí ,pǐnzhí,pìnzhí,pǐnzhì,pínzhí,"character; intrinsic quality (of a person); quality (of a product or service, or as in ""quality of life"", ""air quality"" etc)",這件事讓我們看見品質的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn pǐnzhì de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of character and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,破壞,pòhuài ,pòhuài,pōhuài,pòhuái,pǒhuài,destruction; damage; to wreck,為了讓計畫順利進行，團隊需要先破壞目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān pòhuài mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first destruction the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,普遍,pŭbiàn ,pǔbiàn,pùbiàn,pǔbián,púbiàn,universal; general; widespread,面對這麼複雜的情況，他仍然保持普遍的態度，沒有隨便下結論。,"miànduì zhème fùzá de qíngkuàng, tā réngrán bǎochí pǔbiàn de tàidu, méiyǒu suíbiàn xià jiélùn.","Facing such a complex situation, he still maintained a universal attitude and did not jump to conclusions.",B2,description,adjective,Core Content,
Taiwan Mandarin,期,qí,qí,qǐ,qì,qī,variant of 期[qi1]; period; cycle,老師把資料分成三期，讓學生先讀重點再討論細節。,"lǎoshī bǎ zīliào fēnchéng sān qī, ràng xuésheng xiān dòu chóngdiǎn zài tǎolùn xìjié.",The teacher divided the material into three sections so students could read the main points before discussing details.,B2,measure words,measure word,Core Content,
Taiwan Mandarin,氣,qì ,qì,qī,qí,qǐ,gas; air; smell; weather,在這次討論中，氣成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, qì chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, gas became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,鉛筆,qiānbĭ,qiānbǐ,qiánbǐ,qiānbī,qiànbǐ,"(lead) pencil; CL:支[zhi1],枝[zhi1],桿|杆[gan3]",出門以前，他把鉛筆放進包包，又檢查了一次。,"chūmén yǐqián, tā bǎ qiānbǐ fàngjìn bāobāo, yòu jiǎnchá le yīcì.","Before going out, he put the pencil into his bag and checked once more.",B2,objects,noun,Core Content,
Taiwan Mandarin,簽名,qiānmíng ,qiānmíng,qiánmíng,qiānmìng,qiànmíng,to sign (one's name with a pen etc); to autograph; signature,為了讓計畫順利進行，團隊需要先簽名目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān qiānmíng mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first sign the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,謙虛,qiānxū ,qiānxū,qiánxū,qiānxǔ,qiànxū,modest; self-effacing; to make modest remarks,面對這麼複雜的情況，他仍然保持謙虛的態度，沒有隨便下結論。,"miànduì zhème fùzá de qíngkuàng, tā réngrán bǎochí qiānxū de tàidu, méiyǒu suíbiàn xià jiélùn.","Facing such a complex situation, he still maintained a modest attitude and did not jump to conclusions.",B2,description,adjective,Core Content,
Taiwan Mandarin,前,qián ,qián,qiǎn,qiàn,qiān,front; forward; ahead,在這次討論中，前成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, qián chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, front became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,強盜,qiángdào ,qiángdào,qiǎngdào,qiángdáo,qiāngdào,to rob (with force); bandit; robber,那位強盜在活動中分享自己的經驗，讓大家對這個行業有了新的理解。,"nà wèi qiángdào zài huódòng zhōng fēnxiǎng zìjǐ de jīngyàn, ràng dàjiā duì zhège hángyè yǒu le xīn de lǐjiě.","That rob shared personal experience at the event, giving everyone a new understanding of the field.",B2,people,noun,Core Content,
Taiwan Mandarin,強調,qiángdiào ,qiángdiào,qiǎngdiào,qiángdiáo,qiāngdiào,to emphasize (a statement); to stress,為了讓計畫順利進行，團隊需要先強調目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān qiángdiào mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first emphasize the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,搶,qiăng ,qiǎng,qiàng,qiāng,qiáng,(literary) to knock against (esp. to knock one's head on the ground in grief or rage); opposite in direction; contrary,為了讓計畫順利進行，團隊需要先搶目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān qiāng mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first to knock against the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,橋,qiáo ,qiáo,qiǎo,qiào,qiāo,bridge; CL:座[zuo4],在這次討論中，橋成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, qiáo chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, bridge became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,欺負,qīfù ,qīfù,qífù,qīfú,qìfù,to bully,為了讓計畫順利進行，團隊需要先欺負目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān qīfu mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first bully the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,其次,qícì ,qícì,qǐcì,qící,qīcì,next; secondly,在這次討論中，其次成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, qícì chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, next became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,期間,qíjiān ,qíjiān,qǐjiān,qíjiǎn,qījiān,period of time; time; time period,這件事讓我們看見期間的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn qījiān de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of period of time and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,起飛,qĭfēi ,qǐfēi,qìfēi,qǐfěi,qífēi,(of an aircraft or rocket) to take off; to lift off; (fig.) (of an enterprise etc) to start to develop rapidly,經過一段時間的準備，他終於決定起飛，並把結果告訴家人。,"jīngguò yī duàn shíjiān de zhǔnbèi, tā zhōngyú juédìng qǐfēi, bìng bǎ jiēguǒ gàosù jiārén.","After a period of preparation, he finally decided to to take off and told his family the result.",B2,actions,verb,Core Content,
Taiwan Mandarin,起來,qĭlái ,qǐlái,qìlái,qǐlài,qílái,to stand up; to get up; also pr. [qi3lai2],為了讓計畫順利進行，團隊需要先起來目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān qǐlai mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first stand up the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,親,qīn,qīn,qín,qǐn,qìn,parent; one's own (flesh and blood); relative,在這次討論中，親成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, qīn chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, parent became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,親切,qīnqiè,qīnqiè,qínqiè,qīnqié,qìnqiè,amiable; cordial; close and dear,面對這麼複雜的情況，他仍然保持親切的態度，沒有隨便下結論。,"miànduì zhème fùzá de qíngkuàng, tā réngrán bǎochí qīnqiè de tàidu, méiyǒu suíbiàn xià jiélùn.","Facing such a complex situation, he still maintained a amiable attitude and did not jump to conclusions.",B2,description,adjective,Core Content,
Taiwan Mandarin,親手,qīnshŏu  ,qīnshǒu,qínshǒu,qīnshōu,qìnshǒu,with one's own hands; personally,那位親手在活動中分享自己的經驗，讓大家對這個行業有了新的理解。,"nà wèi qīnshǒu zài huódòng zhōng fēnxiǎng zìjǐ de jīngyàn, ràng dàjiā duì zhège hángyè yǒu le xīn de lǐjiě.","That with one's own hands shared personal experience at the event, giving everyone a new understanding of the field.",B2,people,noun,Core Content,
Taiwan Mandarin,親眼,qīnyăn ,qīnyǎn,qínyǎn,qīnyān,qìnyǎn,with one's own eyes; personally,那位親眼在活動中分享自己的經驗，讓大家對這個行業有了新的理解。,"nà wèi qīnyǎn zài huódòng zhōng fēnxiǎng zìjǐ de jīngyàn, ràng dàjiā duì zhège hángyè yǒu le xīn de lǐjiě.","That with one's own eyes shared personal experience at the event, giving everyone a new understanding of the field.",B2,people,noun,Core Content,
Taiwan Mandarin,親自,qīnzì ,qīnzì,qínzì,qīnzí,qìnzì,personally; in person; oneself,那位親自在活動中分享自己的經驗，讓大家對這個行業有了新的理解。,"nà wèi qīnzì zài huódòng zhōng fēnxiǎng zìjǐ de jīngyàn, ràng dàjiā duì zhège hángyè yǒu le xīn de lǐjiě.","That personally shared personal experience at the event, giving everyone a new understanding of the field.",B2,people,noun,Core Content,
Taiwan Mandarin,清,qīng ,qīng,qíng,qǐng,qìng,(of water etc) clear; clean; quiet; still; pure; uncorrupted,面對這麼複雜的情況，他仍然保持清的態度，沒有隨便下結論。,"miànduì zhème fùzá de qíngkuàng, tā réngrán bǎochí qīng de tàidu, méiyǒu suíbiàn xià jiélùn.","Facing such a complex situation, he still maintained a clear attitude and did not jump to conclusions.",B2,description,adjective,Core Content,
Taiwan Mandarin,青年,qīngnián ,qīngnián,qíngnián,qīngniàn,qìngnián,youth; youthful years; young person,那位青年在活動中分享自己的經驗，讓大家對這個行業有了新的理解。,"nà wèi qīngnián zài huódòng zhōng fēnxiǎng zìjǐ de jīngyàn, ràng dàjiā duì zhège hángyè yǒu le xīn de lǐjiě.","That youth shared personal experience at the event, giving everyone a new understanding of the field.",B2,people,noun,Core Content,
Taiwan Mandarin,青少年,qīngshàonián  ,qīngshàonián,qíngshàonián,qīngsháonián,qīngshàoniān,adolescent; youth; teenager,那位青少年在活動中分享自己的經驗，讓大家對這個行業有了新的理解。,"nà wèi qīngshàonián zài huódòng zhōng fēnxiǎng zìjǐ de jīngyàn, ràng dàjiā duì zhège hángyè yǒu le xīn de lǐjiě.","That adolescent shared personal experience at the event, giving everyone a new understanding of the field.",B2,people,noun,Core Content,
Taiwan Mandarin,晴,qíng ,qíng,qǐng,qìng,qīng,clear; fine (weather),面對這麼複雜的情況，他仍然保持晴的態度，沒有隨便下結論。,"miànduì zhème fùzá de qíngkuàng, tā réngrán bǎochí qíng de tàidu, méiyǒu suíbiàn xià jiélùn.","Facing such a complex situation, he still maintained a clear attitude and did not jump to conclusions.",B2,description,adjective,Core Content,
Taiwan Mandarin,情,qíng ,qíng,qǐng,qìng,qīng,(bound form) feelings; emotion; sentiment; passion; (bound form) situation; condition,這件事讓我們看見情的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn qíng de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of feelings and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,情況,qĭngjià ,qǐngjià,qìngjià,qǐngjiá,qíngjià,circumstances; state of affairs; situation; CL:種|种[zhong3],這件事讓我們看見情況的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn qíngkuàng de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of circumstances and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,情人,qíngrén  ,qíngrén,qǐngrén,qíngrèn,qīngrén,lover; sweetheart,那位情人在活動中分享自己的經驗，讓大家對這個行業有了新的理解。,"nà wèi qíngrén zài huódòng zhōng fēnxiǎng zìjǐ de jīngyàn, ràng dàjiā duì zhège hángyè yǒu le xīn de lǐjiě.","That lover shared personal experience at the event, giving everyone a new understanding of the field.",B2,people,noun,Core Content,
Taiwan Mandarin,請假,qĭngjià,qǐngjià,qìngjià,qǐngjiá,qíngjià,to request leave of absence,經過一段時間的準備，他終於決定請假，並把結果告訴家人。,"jīngguò yī duàn shíjiān de zhǔnbèi, tā zhōngyú juédìng qǐngjià, bìng bǎ jiēguǒ gàosù jiārén.","After a period of preparation, he finally decided to request leave of absence and told his family the result.",B2,actions,verb,Core Content,
Taiwan Mandarin,請教,qĭngjiào,qǐngjiào,qìngjiào,qǐngjiáo,qíngjiào,to ask for guidance; to consult,為了讓計畫順利進行，團隊需要先請教目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān qǐngjiào mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first ask for guidance the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,請求,qĭngqiú ,qǐngqiú,qìngqiú,qǐngqiù,qíngqiú,to request; to ask; request (CL:個|个[ge4]),為了讓計畫順利進行，團隊需要先請求目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān qǐngqiú mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first request the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,慶祝,qìngzhù ,qìngzhù,qīngzhù,qìngzhú,qǐngzhù,to celebrate,為了讓計畫順利進行，團隊需要先慶祝目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān qìngzhù mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first celebrate the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,窮,qióng ,qióng,qiǒng,qiòng,qiōng,poor; destitute; to use up,面對這麼複雜的情況，他仍然保持窮的態度，沒有隨便下結論。,"miànduì zhème fùzá de qíngkuàng, tā réngrán bǎochí qióng de tàidu, méiyǒu suíbiàn xià jiélùn.","Facing such a complex situation, he still maintained a poor attitude and did not jump to conclusions.",B2,description,adjective,Core Content,
Taiwan Mandarin,求,qiú ,qiú,qiǔ,qiù,qiū,to seek; to look for; to request,為了讓計畫順利進行，團隊需要先求目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān qiú mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first seek the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,球場,qiúchăng ,qiúchǎng,qiǔchǎng,qiúchāng,qiūchǎng,stadium; sports ground; court,那個地方像球場一樣安靜，讓人暫時忘記工作的壓力。,"nàge dìfāng xiàng qiúchǎng yíyàng ānjìng, ràng rén zànshí wàngjì gōngzuò de yālì.","That place is as peaceful as stadium, letting people temporarily forget the pressure of work.",B2,places,noun,Core Content,
Taiwan Mandarin,球賽,qiúsài ,qiúsài,qiǔsài,qiúsái,qiūsài,(ball sports) game; match; CL:場|场[chang3],在這次討論中，球賽成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, qiúsài chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, game became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,球員,qiúyuán ,qiúyuán,qiǔyuán,qiúyuàn,qiūyuán,(ball sports) player; team member,那位球員在活動中分享自己的經驗，讓大家對這個行業有了新的理解。,"nà wèi qiúyuán zài huódòng zhōng fēnxiǎng zìjǐ de jīngyàn, ràng dàjiā duì zhège hángyè yǒu le xīn de lǐjiě.","That player shared personal experience at the event, giving everyone a new understanding of the field.",B2,people,noun,Core Content,
Taiwan Mandarin,氣溫,qìwēn ,qìwēn,qīwēn,qìwěn,qǐwēn,air temperature,這件事讓我們看見氣溫的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn qìwēn de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of air temperature and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,企業,qìyè ,qìyè,qīyè,qìyé,qǐyè,company; firm; enterprise; corporation; CL:家[jia1],這件事讓我們看見企業的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn qǐyè de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of company and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,去,qù ,qù,qū,qú,qǔ,to go; to go to (a place); (of a time etc) last,為了讓計畫順利進行，團隊需要先去目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān qù mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first go the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,去世,qùshì ,qùshì,qūshì,qùshí,qǔshì,to pass away; to die,聽到老師去世的消息，許多學生都回來參加追思會。,"tīngdào lǎoshī qùshì de xiāoxi, xǔduō xuésheng dōu huílai cānjiā zhuīsīhuì.","After hearing that the teacher had passed away, many students returned to attend the memorial gathering.",B2,actions,verb,Core Content,
Taiwan Mandarin,全,quán ,quán,quǎn,quàn,quān,all; whole; entire,在這次討論中，全成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, quán chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, all became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,全球,quánqiú ,quánqiú,quǎnqiú,quánqiù,quānqiú,the whole world; worldwide; global,這件事讓我們看見全球的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn quánqiú de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of the whole world and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,全身,quánshēn ,quánshēn,quǎnshēn,quánshěn,quānshēn,the whole body; (typography) em,在這次討論中，全身成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, quánshēn chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, the whole body became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,取代,qŭdài ,qǔdài,qùdài,qǔdái,qúdài,to replace; to supersede; to supplant,為了讓計畫順利進行，團隊需要先取代目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān qǔdài mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first replace the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,缺點,quēdiăn ,quēdiǎn,quédiǎn,quēdiān,quèdiǎn,weak point; fault; shortcoming,這件事讓我們看見缺點的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn quēdiǎn de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of weak point and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,卻,què ,què,quē,qué,quě,but; yet; however,這個安排可以接受，不過我們還需要考慮時間和經費。,"zhège ānpái kěyǐ jiēshòu, bùguò wǒmen hái xūyào kǎolǜ shíjiān hé jīngfèi.","This arrangement is acceptable, but we still need to consider time and funding.",B2,function words,function word,Core Content,
Taiwan Mandarin,確定,quèdìng ,quèdìng,quēdìng,quèdíng,quědìng,definite; certain; fixed,在這次討論中，確定成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, quèdìng chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, definite became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,確認,quèrèn ,quèrèn,quērèn,quèrén,quěrèn,to confirm; to verify; confirmation,為了讓計畫順利進行，團隊需要先確認目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān quèrèn mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first confirm the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,讓,ràng,ràng,rāng,ráng,rǎng,to yield; to permit; to let sb do sth,為了讓計畫順利進行，團隊需要先讓目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān ràng mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first yield the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,忍,rěn ,rěn,rèn,rēn,rén,to bear; to endure; to tolerate,為了讓計畫順利進行，團隊需要先忍目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān rěn mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first bear the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,認,rèn ,rèn,rēn,rén,rěn,to recognize; to know; to admit,為了讓計畫順利進行，團隊需要先認目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān rèn mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first recognize the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,認得,rènde ,rènde,rēnde,rénde,rěnde,to recognize; to remember sth (or sb) on seeing it; to know,為了讓計畫順利進行，團隊需要先認得目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān rènde mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first recognize the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,扔,rēng ,rēng,réng,rěng,rèng,to throw; to throw away,為了讓計畫順利進行，團隊需要先扔目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān rēng mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first throw the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,仍,réng ,réng,rěng,rèng,rēng,still; yet; to remain; (literary) frequently; often,這個安排可以接受，不過我們還需要考慮時間和經費。,"zhège ānpái kěyǐ jiēshòu, bùguò wǒmen hái xūyào kǎolǜ shíjiān hé jīngfèi.","This arrangement is acceptable, but we still need to consider time and funding.",B2,function words,function word,Core Content,
Taiwan Mandarin,仍然,réngrán ,réngrán,rěngrán,réngràn,rēngrán,still; as before; yet,這個安排可以接受，不過我們還需要考慮時間和經費。,"zhège ānpái kěyǐ jiēshòu, bùguò wǒmen hái xūyào kǎolǜ shíjiān hé jīngfèi.","This arrangement is acceptable, but we still need to consider time and funding.",B2,function words,function word,Core Content,
Taiwan Mandarin,人家,rénjiā ,rénjiā,rěnjiā,rénjiǎ,rēnjiā,household; dwelling; family,人家已經提醒過你了，你還是忘了帶資料。,"rénjiā yǐjīng tíxǐng guò nǐ le, nǐ háishi wàng le dài zīliào.","They already reminded you, but you still forgot to bring the materials.",B2,general,noun,Core Content,
Taiwan Mandarin,人間,rénjiān ,rénjiān,rěnjiān,rénjiǎn,rēnjiān,the human world; the earth,那個地方像人間一樣安靜，讓人暫時忘記工作的壓力。,"nàge dìfāng xiàng rénjiān yíyàng ānjìng, ràng rén zànshí wàngjì gōngzuò de yālì.","That place is as peaceful as the human world, letting people temporarily forget the pressure of work.",B2,places,noun,Core Content,
Taiwan Mandarin,人口,rénkŏu ,rénkǒu,rěnkǒu,rénkōu,rēnkǒu,population; people,那位人口在活動中分享自己的經驗，讓大家對這個行業有了新的理解。,"nà wèi rénkǒu zài huódòng zhōng fēnxiǎng zìjǐ de jīngyàn, ràng dàjiā duì zhège hángyè yǒu le xīn de lǐjiě.","That population shared personal experience at the event, giving everyone a new understanding of the field.",B2,people,noun,Core Content,
Taiwan Mandarin,人類,rénlèi ,rénlèi,rěnlèi,rénléi,rēnlèi,humanity; human race; mankind,那位人類在活動中分享自己的經驗，讓大家對這個行業有了新的理解。,"nà wèi rénlèi zài huódòng zhōng fēnxiǎng zìjǐ de jīngyàn, ràng dàjiā duì zhège hángyè yǒu le xīn de lǐjiě.","That humanity shared personal experience at the event, giving everyone a new understanding of the field.",B2,people,noun,Core Content,
Taiwan Mandarin,人們,rénmen ,rénmen,rěnmen,rènmen,rēnmen,people,那位人們在活動中分享自己的經驗，讓大家對這個行業有了新的理解。,"nà wèi rénmen zài huódòng zhōng fēnxiǎng zìjǐ de jīngyàn, ràng dàjiā duì zhège hángyè yǒu le xīn de lǐjiě.","That people shared personal experience at the event, giving everyone a new understanding of the field.",B2,people,noun,Core Content,
Taiwan Mandarin,人民,rénmín ,rénmín,rěnmín,rénmìn,rēnmín,the people,那位人民在活動中分享自己的經驗，讓大家對這個行業有了新的理解。,"nà wèi rénmín zài huódòng zhōng fēnxiǎng zìjǐ de jīngyàn, ràng dàjiā duì zhège hángyè yǒu le xīn de lǐjiě.","That the people shared personal experience at the event, giving everyone a new understanding of the field.",B2,people,noun,Core Content,
Taiwan Mandarin,人人,rénrén ,rénrén,rěnrén,rénrèn,rēnrén,everyone; every person,那位人人在活動中分享自己的經驗，讓大家對這個行業有了新的理解。,"nà wèi rénrén zài huódòng zhōng fēnxiǎng zìjǐ de jīngyàn, ràng dàjiā duì zhège hángyè yǒu le xīn de lǐjiě.","That everyone shared personal experience at the event, giving everyone a new understanding of the field.",B2,people,noun,Core Content,
Taiwan Mandarin,人數,rénshù ,rénshù,rěnshù,rénshú,rēnshù,number of people,那位人數在活動中分享自己的經驗，讓大家對這個行業有了新的理解。,"nà wèi rénshù zài huódòng zhōng fēnxiǎng zìjǐ de jīngyàn, ràng dàjiā duì zhège hángyè yǒu le xīn de lǐjiě.","That number of people shared personal experience at the event, giving everyone a new understanding of the field.",B2,people,noun,Core Content,
Taiwan Mandarin,人物,rénwù ,rénwù,rěnwù,rénwú,rēnwù,"person; personage; figure (esp. sb of importance); character (in a play, novel etc); (genre of traditional Chinese painting) figure painting",那位人物在活動中分享自己的經驗，讓大家對這個行業有了新的理解。,"nà wèi rénwù zài huódòng zhōng fēnxiǎng zìjǐ de jīngyàn, ràng dàjiā duì zhège hángyè yǒu le xīn de lǐjiě.","That person shared personal experience at the event, giving everyone a new understanding of the field.",B2,people,noun,Core Content,
Taiwan Mandarin,忍耐,rěnnài ,rěnnài,rènnài,rěnnái,rénnài,to endure; to put up with; to exercise patience,為了讓計畫順利進行，團隊需要先忍耐目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān rěnnài mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first endure the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,任務,rènwù ,rènwù,rēnwù,rènwú,rěnwù,mission; assignment; task; duty; role; CL:項|项[xiang4],這件事讓我們看見任務的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn rènwu de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of mission and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,熱水,rèshuĭ,rèshuǐ,rēshuǐ,rèshuī,rěshuǐ,hot water,在這次討論中，熱水成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, rèshuǐ chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, hot water became one of the issues everyone cared about most.",B2,general,noun,Core Content,
