language,word,pronunciation,tone practice,tone distractor 1,tone distractor 2,tone distractor 3,meaning,example sentence,sentence pronunciation,sentence meaning,Level,group,tag,pack,notes
Taiwan Mandarin,國外,guówài ,guówài,guǒwài,guówái,guōwài,abroad,我們先確認國外的時間。,wǒmen xiān quèrèn guówài de shíjiān.,We first confirm the time for the abroad.,B2,travel,proper noun,Core Content,
Taiwan Mandarin,國王,guówáng ,guówáng,guǒwáng,guówàng,guōwáng,king,這個國王在生活中很常見。,zhège guówáng zài shēnghuó zhōng hěn chángjiàn.,This king is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,國語,guóyŭ ,guóyǔ,guǒyǔ,guóyū,guōyǔ,"Chinese language (Mandarin), emphasizing its national nature",學生正在討論國語。,xuéshēng zhèngzài tǎolùn guóyǔ.,"The students are discussing Chinese language (Mandarin), emphasizing its national nature.",B2,education,noun,Core Content,
Taiwan Mandarin,過去,guòqù,guòqù,guōqù,guòqú,guǒqù,(in the) past;  former,這個過去在生活中很常見。,zhège guòqù zài shēnghuó zhōng hěn chángjiàn.,This (in the) past;  former is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,過日子,guòrìzi ,guòrìzi,guōrìzi,guòrízi,guǒrìzi,to live one's life,我們需要先過日子這件事。,wǒmen xūyào xiān guòrìzi zhè jiàn shì.,We need to to live one's life this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,嗨,hāi ,hāi,hái,hǎi,hài,oh alas,嗨，我忘了帶鑰匙。,"hāi, wǒ wàng le dài yàoshi.","嗨, I forgot to bring my key.",B2,general,interjection,Core Content,
Taiwan Mandarin,還是,háishì ,háishì,hǎishì,háishí,hāishì,still (as before),還是天氣不好，我們還是出門了。,"háishì tiānqì bù hǎo, wǒmen háishì chūmén le.","Even with bad weather, we still went out.",B2,general,function,Core Content,
Taiwan Mandarin,還要,háiyào  ,háiyào,hǎiyào,háiyáo,hāiyào,meaning needs review,這個還要在生活中很常見。,zhège háiyào zài shēnghuó zhōng hěn chángjiàn.,This meaning needs review is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,海報,hăibào  ,hǎibào,hàibào,hǎibáo,háibào,poster,這個海報在生活中很常見。,zhège hǎibào zài shēnghuó zhōng hěn chángjiàn.,This poster is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,海灘,hăitān  ,hǎitān,hàitān,hǎitǎn,háitān,beach,這個海灘在生活中很常見。,zhège hǎitān zài shēnghuó zhōng hěn chángjiàn.,This beach is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,海洋,hăiyáng ,hǎiyáng,hàiyáng,hǎiyàng,háiyáng,ocean,這個海洋在生活中很常見。,zhège hǎiyáng zài shēnghuó zhōng hěn chángjiàn.,This ocean is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,害,hài ,hài,hāi,hái,hǎi,to do harm to,我們需要先害這件事。,wǒmen xūyào xiān hài zhè jiàn shì.,We need to to do harm to this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,航空,hángkōng ,hángkōng,hǎngkōng,hángkǒng,hāngkōng,aviation,這個航空在生活中很常見。,zhège hángkōng zài shēnghuó zhōng hěn chángjiàn.,This aviation is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,漢語,hànyŭ,hànyǔ,hānyǔ,hànyū,hǎnyǔ,Chinese language,學生正在討論漢語。,xuéshēng zhèngzài tǎolùn hànyǔ.,The students are discussing Chinese language.,B2,education,noun,Core Content,
Taiwan Mandarin,好,hào ,hào,hāo,háo,hǎo,good,這個好在生活中很常見。,zhège hào zài shēnghuó zhōng hěn chángjiàn.,This good is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,好好/好好兒,hăohăo/hăohăor,hǎohǎo/hǎohǎor,hàohǎo/hǎohǎor,hǎohāo/hǎohǎor,hǎohǎo/háohǎor,well;  carefully,我們先確認好好的時間。,wǒmen xiān quèrèn hǎohǎo de shíjiān.,We first confirm the time for the well;  carefully.,B2,travel,noun,Core Content,
Taiwan Mandarin,好了,hăole ,hǎole,hàole,hāole,háole,meaning needs review,這個好了在生活中很常見。,zhège hǎole zài shēnghuó zhōng hěn chángjiàn.,This meaning needs review is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,和,hé ,hé,hě,hè,hē,old variant of 和[he2],這個和在生活中很常見。,zhège hé zài shēnghuó zhōng hěn chángjiàn.,This old variant of 和[he2] is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,合,hé ,hé,hě,hè,hē,100 ml,這個合在生活中很常見。,zhège hé zài shēnghuó zhōng hěn chángjiàn.,This 100 ml is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,合唱,héchàng ,héchàng,hěchàng,hécháng,hēchàng,chorus,這個合唱在生活中很常見。,zhège héchàng zài shēnghuó zhōng hěn chángjiàn.,This chorus is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,黑,hēi,hēi,héi,hěi,hèi,short name for Heilongjiang 黑龍江|黑龙江[Hei1 long2 jiang1],這個黑在生活中很常見。,zhège hēi zài shēnghuó zhōng hěn chángjiàn.,This short name for Heilongjiang 黑龍江|黑龙江[Hei1 long2 jiang1] is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,恨,hèn ,hèn,hēn,hén,hěn,to hate,我們需要先恨這件事。,wǒmen xūyào xiān hèn zhè jiàn shì.,We need to to hate this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,恨不得,hènbùde,hènbùde,hēnbùde,hènbúde,hěnbùde,wishing one could do sth;  to hate to be unable,我們需要先恨不得這件事。,wǒmen xūyào xiān hènbùde zhè jiàn shì.,We need to wishing one could do sth;  to hate to be unable this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,紅,hóng,hóng,hǒng,hòng,hōng,surname Hong,這個紅在生活中很常見。,zhège hóng zài shēnghuó zhōng hěn chángjiàn.,This surname Hong is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,紅包,hóngbāo,hóngbāo,hǒngbāo,hóngbǎo,hōngbāo,money wrapped in red as a gift,這個情況很紅包。,zhège qíngkuàng hěn hóngbāo.,This situation is money wrapped in red as a gift.,B2,shopping and money,adjective,Core Content,
Taiwan Mandarin,紅豆,hóngdòu ,hóngdòu,hǒngdòu,hóngdóu,hōngdòu,azuki bean;  red bean,這個情況很紅豆。,zhège qíngkuàng hěn hóngdòu.,This situation is azuki bean;  red bean.,B2,general,adjective,Core Content,
Taiwan Mandarin,紅綠燈,hónglǜdēng ,hónglǜdēng,hǒnglǜdēng,hónglǘdēng,hónglǜdèng,traffic light,這個紅綠燈在生活中很常見。,zhège hónglǜdēng zài shēnghuó zhōng hěn chángjiàn.,This traffic light is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,厚,hòu ,hòu,hōu,hóu,hǒu,thick,這個厚在生活中很常見。,zhège hòu zài shēnghuó zhōng hěn chángjiàn.,This thick is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,後,hòu ,hòu,hōu,hóu,hǒu,back,這個後在生活中很常見。,zhège hòu zài shēnghuó zhōng hěn chángjiàn.,This back is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,忽然/忽,hūrán/hū,hūrán/hū,húrán/hū,hūràn/hū,hūrán/hù,suddenly;  all of a sudden,這個忽然在生活中很常見。,zhège hūrán zài shēnghuó zhōng hěn chángjiàn.,This suddenly;  all of a sudden is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,糊塗,hútú ,hútú,hǔtú,hútù,hūtú,muddled,這個糊塗在生活中很常見。,zhège hútú zài shēnghuó zhōng hěn chángjiàn.,This muddled is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,互相,hùxiāng ,hùxiāng,hūxiāng,hùxiǎng,hǔxiāng,each other,這個互相在生活中很常見。,zhège hùxiāng zài shēnghuó zhōng hěn chángjiàn.,This each other is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,護照,hùzhào ,hùzhào,hūzhào,hùzháo,hǔzhào,passport,這個護照在生活中很常見。,zhège hùzhào zài shēnghuó zhōng hěn chángjiàn.,This passport is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,黃,huáng,huáng,huǎng,huàng,huāng,surname Huang or Hwang,這個黃在生活中很常見。,zhège huáng zài shēnghuó zhōng hěn chángjiàn.,This surname Huang or Hwang is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,花心,huāxīn,huāxīn,huáxīn,huāxǐn,huàxīn,fickle in love;  unfaithful,這部電影談到花心。,zhè bù diànyǐng tán dào huāxīn.,This movie talks about fickle in love;  unfaithful.,B2,feelings,noun,Core Content,
Taiwan Mandarin,花園,huāyuán ,huāyuán,huáyuán,huāyuàn,huàyuán,"garden (for flowers, ornamental plants etc);  (landscaped) park",這個花園對公司很重要。,zhège huāyuán duì gōngsī hěn zhòngyào.,"This garden (for flowers, ornamental plants etc);  (landscaped) park is important to the company.",B2,work,noun,Core Content,
Taiwan Mandarin,滑雪,huáxuě,huáxuě,huǎxuě,huáxuē,huāxuě,to ski,我們需要先滑雪這件事。,wǒmen xūyào xiān huáxuě zhè jiàn shì.,We need to to ski this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,話題,huàtí ,huàtí,huātí,huàtì,huǎtí,subject (of a talk or conversation),這個話題在生活中很常見。,zhège huàtí zài shēnghuó zhōng hěn chángjiàn.,This subject (of a talk or conversation) is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,化妝品,huàzhuāngpĭn ,huàzhuāngpǐn,huāzhuāngpǐn,huàzhuǎngpǐn,huàzhuāngpín,cosmetic,這個化妝品在生活中很常見。,zhège huàzhuāngpǐn zài shēnghuó zhōng hěn chángjiàn.,This cosmetic is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,恢復,huīfù ,huīfù,huífù,huīfú,huìfù,to reinstate,我們需要先恢復這件事。,wǒmen xūyào xiān huīfù zhè jiàn shì.,We need to to reinstate this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,回,huí ,huí,huǐ,huì,huī,Hui ethnic group (Chinese Muslims),這個回在生活中很常見。,zhège huí zài shēnghuó zhōng hěn chángjiàn.,This Hui ethnic group (Chinese Muslims) is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,回想,huíxiăng ,huíxiǎng,huǐxiǎng,huíxiāng,huīxiǎng,to recall,我們需要先回想這件事。,wǒmen xūyào xiān huíxiǎng zhè jiàn shì.,We need to to recall this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,會,huì ,huì,huī,huí,huǐ,can;  to have the skill,我們需要先會這件事。,wǒmen xūyào xiān huì zhè jiàn shì.,We need to can;  to have the skill this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,會場,huìchăng ,huìchǎng,huīchǎng,huìchāng,huǐchǎng,meeting place,這個會場對公司很重要。,zhège huìchǎng duì gōngsī hěn zhòngyào.,This meeting place is important to the company.,B2,work,noun,Core Content,
Taiwan Mandarin,會話,huìhuà ,huìhuà,huīhuà,huìhuá,huǐhuà,(language learning) conversation,學生正在討論會話。,xuéshēng zhèngzài tǎolùn huìhuà.,The students are discussing (language learning) conversation.,B2,education,noun,Core Content,
Taiwan Mandarin,會議,huìyì ,huìyì,huīyì,huìyí,huǐyì,meeting,這個會議對公司很重要。,zhège huìyì duì gōngsī hěn zhòngyào.,This meeting is important to the company.,B2,work,noun,Core Content,
Taiwan Mandarin,婚禮,hūnlĭ,hūnlǐ,húnlǐ,hūnlī,hùnlǐ,wedding ceremony,這個婚禮在生活中很常見。,zhège hūnlǐ zài shēnghuó zhōng hěn chángjiàn.,This wedding ceremony is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,婚姻,hūnyīn ,hūnyīn,húnyīn,hūnyǐn,hùnyīn,marriage;  matrimony,這個婚姻在生活中很常見。,zhège hūnyīn zài shēnghuó zhōng hěn chángjiàn.,This marriage;  matrimony is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,混亂,hùnluàn ,hùnluàn,hūnluàn,hùnluán,hǔnluàn,confused;  chaotic,這個混亂在生活中很常見。,zhège hùnluàn zài shēnghuó zhōng hěn chángjiàn.,This confused;  chaotic is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,活,huó ,huó,huǒ,huò,huō,to live,我們需要先活這件事。,wǒmen xūyào xiān huó zhè jiàn shì.,We need to to live this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,活動,huódòng ,huódòng,huǒdòng,huódóng,huōdòng,to exercise;  to move about,我們需要先活動這件事。,wǒmen xūyào xiān huódòng zhè jiàn shì.,We need to to exercise;  to move about this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,或許,huòxŭ ,huòxǔ,huōxǔ,huòxū,huǒxǔ,perhaps;  maybe,或許天氣不好，我們還是出門了。,"huòxǔ tiānqì bù hǎo, wǒmen háishì chūmén le.","Even with bad weather, we still went out.",B2,general,function,Core Content,
Taiwan Mandarin,基本,jīběn ,jīběn,jíběn,jībēn,jìběn,basic,這個基本在生活中很常見。,zhège jīběn zài shēnghuó zhōng hěn chángjiàn.,This basic is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,基礎,jīchŭ  ,jīchǔ,jíchǔ,jīchū,jìchǔ,base;  foundation,這個基礎在生活中很常見。,zhège jīchǔ zài shēnghuó zhōng hěn chángjiàn.,This base;  foundation is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,激動,jīdòng ,jīdòng,jídòng,jīdóng,jìdòng,to move emotionally,我們需要先激動這件事。,wǒmen xūyào xiān jīdòng zhè jiàn shì.,We need to to move emotionally this matter first.,B2,feelings,verb,Core Content,
Taiwan Mandarin,基督教,Jīdūjiào,Jīdūjiào,Jídūjiào,Jīdǔjiào,Jīdūjiǎo,Christianity,這個基督教在生活中很常見。,zhège Jīdūjiào zài shēnghuó zhōng hěn chángjiàn.,This Christianity is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,積極,jījí  ,jījí,jíjí,jījì,jìjí,active,這個積極在生活中很常見。,zhège jījí zài shēnghuó zhōng hěn chángjiàn.,This active is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,激烈,jīliè  ,jīliè,jíliè,jīlié,jìliè,(of competition or fighting) intense,這個激烈在生活中很常見。,zhège jīliè zài shēnghuó zhōng hěn chángjiàn.,This (of competition or fighting) intense is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,機器,jīqì,jīqì,jíqì,jīqí,jìqì,machine,這個機器在生活中很常見。,zhège jīqì zài shēnghuó zhōng hěn chángjiàn.,This machine is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,及,jí ,jí,jǐ,jì,jī,and,這個及在生活中很常見。,zhège jí zài shēnghuó zhōng hěn chángjiàn.,This and is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,及時,jíshí ,jíshí,jǐshí,jíshì,jīshí,timely;  at the right time,這個及時過得很快。,zhège jíshí guò de hěn kuài.,This timely;  at the right time passed quickly.,B2,time,noun,Core Content,
Taiwan Mandarin,擠,jĭ,jǐ,jì,jī,jí,to crowd in,我們需要先擠這件事。,wǒmen xūyào xiān jǐ zhè jiàn shì.,We need to to crowd in this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,記,jì ,jì,jī,jí,jǐ,to record,我們需要先記這件事。,wǒmen xūyào xiān jì zhè jiàn shì.,We need to to record this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,記錄,jìlù ,jìlù,jīlù,jìlú,jǐlù,to record,我們需要先記錄這件事。,wǒmen xūyào xiān jìlù zhè jiàn shì.,We need to to record this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,紀念,jìniàn  ,jìniàn,jīniàn,jìnián,jǐniàn,to commemorate;  to honor the memory of,我們需要先紀念這件事。,wǒmen xūyào xiān jìniàn zhè jiàn shì.,We need to to commemorate;  to honor the memory of this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,技巧,jìqiăo  ,jìqiǎo,jīqiǎo,jìqiāo,jǐqiǎo,skill,這個技巧在生活中很常見。,zhège jìqiǎo zài shēnghuó zhōng hěn chángjiàn.,This skill is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,繼續,jìxù ,jìxù,jīxù,jìxú,jǐxù,to continue;  to proceed with,我們需要先繼續這件事。,wǒmen xūyào xiān jìxù zhè jiàn shì.,We need to to continue;  to proceed with this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,記憶,jìyì ,jìyì,jīyì,jìyí,jǐyì,to remember;  to recall,我們需要先記憶這件事。,wǒmen xūyào xiān jìyì zhè jiàn shì.,We need to to remember;  to recall this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,記者,jìzhě ,jìzhě,jīzhě,jìzhē,jǐzhě,reporter;  journalist,我剛收到這個記者。,wǒ gāng shōu dào zhège jìzhě.,I just received this reporter;  journalist.,B2,communication,noun,Core Content,
Taiwan Mandarin,家,jiā ,jiā,jiá,jiǎ,jià,used in 傢伙|家伙[jia1 huo5] and 傢俱|家俱[jia1 ju4],這個家在生活中很常見。,zhège jiā zài shēnghuó zhōng hěn chángjiàn.,This used in 傢伙|家伙[jia1 huo5] and 傢俱|家俱[jia1 ju4] is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,架,jià ,jià,jiā,jiá,jiǎ,to support,我們需要先架這件事。,wǒmen xūyào xiān jià zhè jiàn shì.,We need to to support this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,價格,jiàgé ,jiàgé,jiāgé,jiàgè,jiǎgé,price,我今天想買一些價格。,wǒ jīntiān xiǎng mǎi yìxiē jiàgé.,I want to buy some price today.,B2,food,noun,Core Content,
Taiwan Mandarin,肩,jiān ,jiān,jián,jiǎn,jiàn,shoulder,這個肩在生活中很常見。,zhège jiān zài shēnghuó zhōng hěn chángjiàn.,This shoulder is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,肩膀,jiānbăng ,jiānbǎng,jiánbǎng,jiānbāng,jiànbǎng,shoulder,這個肩膀在生活中很常見。,zhège jiānbǎng zài shēnghuó zhōng hěn chángjiàn.,This shoulder is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,堅持,jiānchí ,jiānchí,jiánchí,jiānchì,jiànchí,to persevere with,我們需要先堅持這件事。,wǒmen xūyào xiān jiānchí zhè jiàn shì.,We need to to persevere with this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,剪,jiăn ,jiǎn,jiàn,jiān,jián,surname Jian,這個剪在生活中很常見。,zhège jiǎn zài shēnghuó zhōng hěn chángjiàn.,This surname Jian is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,檢查,jiănchá ,jiǎnchá,jiànchá,jiǎnchà,jiánchá,inspection,這個檢查在生活中很常見。,zhège jiǎnchá zài shēnghuó zhōng hěn chángjiàn.,This inspection is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,將來,jiānglái ,jiānglái,jiánglái,jiānglài,jiànglái,in the future,這個將來在生活中很常見。,zhège jiānglái zài shēnghuó zhōng hěn chángjiàn.,This in the future is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,獎學金,jiăngxuéjīn ,jiǎngxuéjīn,jiàngxuéjīn,jiǎngxuèjīn,jiǎngxuéjìn,scholarship,這個獎學金在生活中很常見。,zhège jiǎngxuéjīn zài shēnghuó zhōng hěn chángjiàn.,This scholarship is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,降低,jiàngdī ,jiàngdī,jiāngdī,jiàngdǐ,jiǎngdī,to reduce;  to lower,我們需要先降低這件事。,wǒmen xūyào xiān jiàngdī zhè jiàn shì.,We need to to reduce;  to lower this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,講話,jiănghuà ,jiǎnghuà,jiànghuà,jiǎnghuá,jiánghuà,a speech,這個講話在生活中很常見。,zhège jiǎnghuà zài shēnghuó zhōng hěn chángjiàn.,This a speech is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,講價,jiăngjià ,jiǎngjià,jiàngjià,jiǎngjiá,jiángjià,to bargain (over price);  to haggle,媽媽正在講價晚餐。,māma zhèngzài jiǎngjià wǎncān.,Mom is to bargain (over price);  to haggle dinner.,B2,food,verb,Core Content,
Taiwan Mandarin,講究,jiăngjiù ,jiǎngjiù,jiàngjiù,jiǎngjiú,jiángjiù,to pay particular attention to,我們需要先講究這件事。,wǒmen xūyào xiān jiǎngjiù zhè jiàn shì.,We need to to pay particular attention to this matter first.,B2,shopping and money,verb,Core Content,
Taiwan Mandarin,醬油,jiàngyóu ,jiàngyóu,jiāngyóu,jiàngyòu,jiǎngyóu,soy sauce,這個醬油在生活中很常見。,zhège jiàngyóu zài shēnghuó zhōng hěn chángjiàn.,This soy sauce is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,堅強,jiānqiáng ,jiānqiáng,jiánqiáng,jiānqiàng,jiànqiáng,staunch,這個堅強在生活中很常見。,zhège jiānqiáng zài shēnghuó zhōng hěn chángjiàn.,This staunch is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,減輕,jiănqīng ,jiǎnqīng,jiànqīng,jiǎnqǐng,jiánqīng,to lighten,我們需要先減輕這件事。,wǒmen xūyào xiān jiǎnqīng zhè jiàn shì.,We need to to lighten this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,減少,jiănshăo ,jiǎnshǎo,jiànshǎo,jiǎnshāo,jiánshǎo,to lessen;  to decrease,我們需要先減少這件事。,wǒmen xūyào xiān jiǎnshǎo zhè jiàn shì.,We need to to lessen;  to decrease this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,簡直,jiănzhí ,jiǎnzhí,jiànzhí,jiǎnzhì,jiánzhí,simply;  really,這個簡直在生活中很常見。,zhège jiǎnzhí zài shēnghuó zhōng hěn chángjiàn.,This simply;  really is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,建立,jiànlì ,jiànlì,jiānlì,jiànlí,jiǎnlì,to establish,我們需要先建立這件事。,wǒmen xūyào xiān jiànlì zhè jiàn shì.,We need to to establish this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,建設,jiànshè ,jiànshè,jiānshè,jiànshé,jiǎnshè,to build;  to construct,我們需要先建設這件事。,wǒmen xūyào xiān jiànshè zhè jiàn shì.,We need to to build;  to construct this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,驕傲,jiāoào ,jiāoào,jiáoào,jiāoáo,jiàoào,pride,這個驕傲在生活中很常見。,zhège jiāoào zài shēnghuó zhōng hěn chángjiàn.,This pride is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,交流,jiāoliú ,jiāoliú,jiáoliú,jiāoliù,jiàoliú,to exchange,我們需要先交流這件事。,wǒmen xūyào xiān jiāoliú zhè jiàn shì.,We need to to exchange this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,郊區,jiāoqū ,jiāoqū,jiáoqū,jiāoqǔ,jiàoqū,"Jiao District or Jiaoqu, a district of Tongling City 銅陵市|铜陵市[Tong2 ling2 Shi4], Anhui",這個郊區在生活中很常見。,zhège jiāoqū zài shēnghuó zhōng hěn chángjiàn.,"This Jiao District or Jiaoqu, a district of Tongling City 銅陵市|铜陵市[Tong2 ling2 Shi4], Anhui is common in daily life.",B2,general,proper noun,Core Content,
Taiwan Mandarin,交友,jiāoyŏu ,jiāoyǒu,jiáoyǒu,jiāoyōu,jiàoyǒu,to make friends,我們需要先交友這件事。,wǒmen xūyào xiān jiāoyǒu zhè jiàn shì.,We need to to make friends this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,角度,jiăodù ,jiǎodù,jiàodù,jiǎodú,jiáodù,angle,這個角度在生活中很常見。,zhège jiǎodù zài shēnghuó zhōng hěn chángjiàn.,This angle is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,教,jiào ,jiào,jiāo,jiáo,jiǎo,surname Jiao,這個教在生活中很常見。,zhège jiào zài shēnghuó zhōng hěn chángjiàn.,This surname Jiao is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,教材,jiàocái ,jiàocái,jiāocái,jiàocài,jiǎocái,teaching material,我今天想買一些教材。,wǒ jīntiān xiǎng mǎi yìxiē jiàocái.,I want to buy some teaching material today.,B2,food,noun,Core Content,
Taiwan Mandarin,教導,jiàodăo ,jiàodǎo,jiāodǎo,jiàodāo,jiǎodǎo,to instruct,我們需要先教導這件事。,wǒmen xūyào xiān jiàodǎo zhè jiàn shì.,We need to to instruct this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,教法,jiàofă ,jiàofǎ,jiāofǎ,jiàofā,jiǎofǎ,teaching method,我今天想買一些教法。,wǒ jīntiān xiǎng mǎi yìxiē jiàofǎ.,I want to buy some teaching method today.,B2,food,noun,Core Content,
Taiwan Mandarin,教練,jiàoliàn ,jiàoliàn,jiāoliàn,jiàolián,jiǎoliàn,to coach;  to train,我們需要先教練這件事。,wǒmen xūyào xiān jiàoliàn zhè jiàn shì.,We need to to coach;  to train this matter first.,B2,travel,verb,Core Content,
Taiwan Mandarin,教師,jiàoshī ,jiàoshī,jiāoshī,jiàoshǐ,jiǎoshī,teacher,學生正在討論教師。,xuéshēng zhèngzài tǎolùn jiàoshī.,The students are discussing teacher.,B2,education,noun,Core Content,
Taiwan Mandarin,教堂,jiàotáng ,jiàotáng,jiāotáng,jiàotàng,jiǎotáng,church;  chapel,這個教堂在生活中很常見。,zhège jiàotáng zài shēnghuó zhōng hěn chángjiàn.,This church;  chapel is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,教訓,jiàoxùn ,jiàoxùn,jiāoxùn,jiàoxún,jiǎoxùn,to provide guidance;  to lecture sb,我們需要先教訓這件事。,wǒmen xūyào xiān jiàoxùn zhè jiàn shì.,We need to to provide guidance;  to lecture sb this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,加強,jiāqiáng ,jiāqiáng,jiáqiáng,jiāqiàng,jiàqiáng,to reinforce;  to strengthen,我們需要先加強這件事。,wǒmen xūyào xiān jiāqiáng zhè jiàn shì.,We need to to reinforce;  to strengthen this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,加入,jiārù ,jiārù,jiárù,jiārú,jiàrù,to become a member,我們需要先加入這件事。,wǒmen xūyào xiān jiārù zhè jiàn shì.,We need to to become a member this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,家鄉,jiāxiāng ,jiāxiāng,jiáxiāng,jiāxiǎng,jiàxiāng,hometown,家裡的家鄉需要整理。,jiā lǐ de jiāxiāng xūyào zhěnglǐ.,The hometown at home needs to be organized.,B2,home and family,noun,Core Content,
Taiwan Mandarin,家長,jiāzhăng ,jiāzhǎng,jiázhǎng,jiāzhāng,jiàzhǎng,head of a household,家裡的家長需要整理。,jiā lǐ de jiāzhǎng xūyào zhěnglǐ.,The head of a household at home needs to be organized.,B2,home and family,noun,Core Content,
Taiwan Mandarin,假如,jiărú ,jiǎrú,jiàrú,jiǎrù,jiárú,if,這個假如在生活中很常見。,zhège jiǎrú zài shēnghuó zhōng hěn chángjiàn.,This if is common in daily life.,B2,general,noun,Core Content,
Taiwan Mandarin,假裝,jiăzhuāng ,jiǎzhuāng,jiàzhuāng,jiǎzhuǎng,jiázhuāng,to feign,我們需要先假裝這件事。,wǒmen xūyào xiān jiǎzhuāng zhè jiàn shì.,We need to to feign this matter first.,B2,general,verb,Core Content,
Taiwan Mandarin,價錢,jiàqián ,jiàqián,jiāqián,jiàqiàn,jiǎqián,price,我今天想買一些價錢。,wǒ jīntiān xiǎng mǎi yìxiē jiàqián.,I want to buy some price today.,B2,food,noun,Core Content,
